"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.115193526E1,-5.950500369E-1,4.420050144E0,7.909050465E0,9.079868230E0
4.115446264E1,-4.090500176E-1,3.946050167E0,9.231000900E0,1.004738829E1
4.115699280E1,-3.610500097E-1,3.891000271E0,1.020495033E1,1.092754554E1
4.115952296E1,-4.710000157E-1,4.176000118E0,1.064595032E1,1.144539541E1
4.116205588E1,-5.980500579E-1,4.711950302E0,1.054995060E1,1.156985727E1
4.116458327E1,-6.360000372E-1,5.107050419E0,1.000005054E1,1.124666488E1
4.116711342E1,-6.100500226E-1,5.197950363E0,9.022950172E0,1.043093854E1
4.116964358E1,-6.649500132E-1,5.554950237E0,7.924050331E0,9.700010531E0
4.117217627E1,-8.629500270E-1,5.593050480E0,7.134000301E0,9.106088991E0
4.117470366E1,-8.490000367E-1,4.867950439E0,6.985050201E0,8.556206453E0
4.117723381E1,-4.420500100E-1,4.683000088E0,7.672050476E0,8.999236442E0
4.117976396E1,8.100000024E-2,5.083050251E0,8.710950851E0,1.008586266E1
4.118229681E1,1.440000087E-1,5.089950085E0,9.631050110E0,1.089428539E1
4.118482420E1,-1.800000109E-2,4.992000103E0,1.027500057E1,1.142348571E1
4.118735435E1,-1.360500008E-1,5.196000099E0,1.032300091E1,1.155773656E1
4.118988450E1,-3.510000110E-1,5.584050179E0,9.631050110E0,1.113830973E1
4.119241719E1,-6.480000019E-1,5.602950096E0,8.536950111E0,1.023193388E1
4.119494481E1,-1.038000107E0,5.107050419E0,7.672050476E0,9.274684184E0
4.119747496E1,-1.004999995E0,4.875000000E0,7.447050571E0,8.957355201E0
4.120000489E1,-3.799500167E-1,5.124000072E0,8.200950623E0,9.677568386E0
4.120253781E1,2.010000050E-1,5.371050358E0,9.310050011E0,1.075014484E1
4.120506520E1,1.360500008E-1,5.464050293E0,9.685950279E0,1.112168998E1
4.120759535E1,-2.509500086E-1,5.325000286E0,9.436950684E0,1.083857196E1
4.121012545E1,-8.059500456E-1,5.016000271E0,8.680050850E0,1.005748959E1
4.121265838E1,-1.438050032E0,4.774050236E0,7.801950455E0,9.259048247E0
4.121518576E1,-1.429050088E0,4.908000469E0,7.684050560E0,9.229045767E0
4.121771592E1,-7.270500064E-1,5.077950478E0,8.580000877E0,9.996529289E0
4.122024609E1,-2.220000178E-1,5.059050083E0,9.643050194E0,1.089181752E1
4.122277879E1,1.950000064E-3,5.043000221E0,1.029195023E1,1.146106864E1
4.122530617E1,-6.000000052E-3,4.959000111E0,9.979950905E0,1.114410778E1
4.122783632E1,-1.570500135E-1,4.771950245E0,8.785950661E0,9.999455128E0
4.123036649E1,-2.670000196E-1,4.567950249E0,7.617000580E0,8.885727675E0
4.123289933E1,-6.169500351E-1,4.453950405E0,7.015950203E0,8.333178194E0
4.123542680E1,-1.105050087E0,4.849050045E0,7.207950115E0,8.757223698E0
4.123795695E1,-1.117050052E0,5.554950237E0,8.221050262E0,9.984535060E0
4.124048702E1,-6.379500031E-1,5.779950142E0,9.715050697E0,1.132241202E1
4.124301994E1,-7.095000148E-2,5.292000294E0,1.081095028E1,1.203689939E1
4.124554733E1,1.789500117E-1,4.590000153E0,1.101705074E1,1.193631147E1
4.124807748E1,2.400000021E-2,4.108950138E0,1.037295055E1,1.115715692E1
4.125060740E1,-1.399500072E-1,4.108950138E0,9.315000534E0,1.018195915E1
4.125314032E1,-2.509500086E-1,4.402950287E0,8.296950340E0,9.396187104E0
4.125566771E1,-3.180000186E-1,4.948950291E0,7.560000420E0,9.041395873E0
4.125819786E1,-6.619500518E-1,5.433000088E0,7.093050480E0,8.959187069E0
4.126072802E1,-1.105050087E0,5.569050312E0,6.970950127E0,8.990528502E0
4.126326086E1,-1.057050109E0,5.742000103E0,7.632000446E0,9.609128521E0
4.126578825E1,-5.070000291E-1,5.971950054E0,8.950950623E0,1.077222138E1
4.126831840E1,-3.340500295E-1,5.679000378E0,1.017195034E1,1.165466466E1
4.127084855E1,-5.040000081E-1,4.834050179E0,1.057695007E1,1.164018599E1
4.127338125E1,-4.609500170E-1,4.225950241E0,1.027500057E1,1.111965679E1
4.127590886E1,-3.679500222E-1,4.372050285E0,9.307950020E0,1.029019652E1
4.127843879E1,-6.019500494E-1,4.789050102E0,8.006999969E0,9.349299078E0
4.128096895E1,-7.819500566E-1,5.107050419E0,7.251000404E0,8.903393552E0
4.128350188E1,-6.910500526E-1,5.542950153E0,7.363050461E0,9.242097092E0
4.128602926E1,-4.969500303E-1,5.761050224E0,8.142000198E0,9.986432108E0
4.128855942E1,-3.319500089E-1,5.623950481E0,9.073050499E0,1.067985277E1
4.129108952E1,-2.269500047E-1,5.337000370E0,9.790950775E0,1.115337601E1
4.129362244E1,-6.900000572E-2,5.019000053E0,1.039695072E1,1.154520276E1
4.129614983E1,1.219500080E-1,4.348050117E0,1.073205090E1,1.158004007E1
4.129867998E1,1.695000008E-2,4.128000259E0,1.053600025E1,1.131582850E1
4.130120989E1,-2.149500102E-1,5.002050400E0,1.001895046E1,1.120027143E1
4.130374281E1,-4.180500209E-1,5.530950069E0,9.319950104E0,1.084562789E1
4.130627020E1,-6.190500259E-1,5.359050274E0,8.611050606E0,1.016134023E1
4.130880035E1,-7.339500189E-1,5.500050068E0,8.287950516E0,9.973933884E0
4.131133050E1,-6.769500375E-1,5.659950256E0,8.335050583E0,1.009783969E1
4.131386334E1,-5.430000424E-1,5.695950508E0,8.878950119E0,1.056288107E1
4.131639081E1,-1.930500120E-1,5.635950089E0,9.813000679E0,1.131795847E1
4.131892088E1,-6.599999964E-2,5.224050045E0,1.038300037E1,1.162332791E1
4.132145104E1,-3.649500310E-1,4.803000450E0,1.021500015E1,1.129372525E1
4.132398373E1,-4.489500225E-1,4.504050255E0,9.609000206E0,1.062171878E1
4.132651135E1,-3.919500113E-1,4.555950165E0,8.686950684E0,9.816996429E0
4.132904127E1,-4.279500246E-1,4.920000076E0,8.058000565E0,9.450974292E0
4.133157141E1,-5.980500579E-1,4.624050140E0,7.780050278E0,9.070208702E0
4.133410433E1,-9.619500637E-1,4.398000240E0,7.621950150E0,8.852224473E0
4.133663172E1,-5.950500369E-1,4.927950382E0,8.149050713E0,9.541792653E0
4.133916187E1,3.105000220E-2,5.169000149E0,8.893050194E0,1.028619796E1
4.134169195E1,-2.050500065E-1,4.924950123E0,9.007950783E0,1.026841548E1
4.134422488E1,-5.310000181E-1,4.521000385E0,8.908050537E0,1.000373780E1
4.134675226E1,-2.839500010E-1,4.363049984E0,9.111000061E0,1.010579808E1
4.134928241E1,-2.509500086E-1,4.264050007E0,9.151950836E0,1.009966843E1
4.135181257E1,-6.720000505E-1,3.895950079E0,8.770950317E0,9.620788978E0
4.135434526E1,-8.779500127E-1,3.994050264E0,8.383049965E0,9.327312606E0
4.135687288E1,-6.820500493E-1,4.353000164E0,8.308950424E0,9.404916791E0
4.135940280E1,-3.870000243E-1,4.504050255E0,8.548950195E0,9.670614622E0
4.136193295E1,-4.090500176E-1,4.995000362E0,9.003000259E0,1.030394896E1
4.136446578E1,-3.649500310E-1,5.284050465E0,9.648000717E0,1.100628437E1
4.136699325E1,-1.450500041E-1,5.011050224E0,1.016505051E1,1.133401587E1
4.136952332E1,4.995000362E-2,4.770000458E0,1.035405064E1,1.140007737E1
4.137205348E1,-6.405000389E-2,4.386000156E0,9.946950912E0,1.087119737E1
4.137458617E1,-5.809500217E-1,3.619950056E0,9.195000648E0,9.898968545E0
4.137711378E1,-9.949500561E-1,3.445950270E0,8.716050148E0,9.425180585E0
4.137964393E1,-8.440500498E-1,4.300050259E0,8.901000023E0,9.921222411E0
4.138217385E1,-7.680000067E-1,5.244000435E0,9.336000443E0,1.073546780E1
4.138470678E1,-1.057050109E0,5.574000359E0,9.439050674E0,1.101283399E1
4.138723416E1,-1.122000098E0,5.620050430E0,9.339000702E0,1.095722525E1
4.138976430E1,-6.840000153E-1,5.743950367E0,9.244950294E0,1.090549989E1
4.139229445E1,-2.580000162E-1,5.521050453E0,9.241050720E0,1.076780296E1
4.139482730E1,-2.340000123E-1,4.939950466E0,9.169050217E0,1.041774201E1
4.139735469E1,-1.720500141E-1,4.408050060E0,9.106050491E0,1.011833297E1
4.139988481E1,6.900000572E-2,4.272000313E0,9.042000771E0,1.000062626E1
4.140241496E1,6.900000572E-2,4.252050400E0,8.623050690E0,9.614660514E0
4.140494766E1,-4.399500191E-1,4.293000221E0,7.878000259E0,8.982555038E0
4.140747527E1,-9.019500613E-1,4.863000393E0,7.584000587E0,9.054244952E0
4.141000520E1,-8.539500237E-1,5.161950111E0,8.151000023E0,9.685750408E0
4.141253535E1,-5.689499974E-1,5.140950203E0,9.231000900E0,1.058132556E1
4.141506820E1,-3.340500295E-1,5.191050053E0,1.031295013E1,1.155056408E1
4.141759566E1,-2.770500183E-1,4.918050289E0,1.080600071E1,1.187575794E1
4.142012580E1,-5.040000081E-1,4.446000099E0,1.050705051E1,1.142011573E1
4.142265588E1,-5.070000291E-1,4.444050312E0,9.820050240E0,1.079073764E1
4.142518880E1,-3.769500256E-1,4.506000042E0,9.065999985E0,1.013106527E1
4.142771619E1,-6.600000262E-1,4.408050060E0,8.263950348E0,9.389322698E0
4.143024632E1,-1.147950053E0,4.642950058E0,7.641000271E0,9.014413997E0
4.143277648E1,-1.069050074E0,5.077950478E0,7.758000374E0,9.333542678E0
4.143530917E1,-6.240000129E-1,4.888950348E0,8.452950478E0,9.784865012E0
4.143783656E1,-2.790000141E-1,4.200000286E0,9.274050713E0,1.018458934E1
4.144036670E1,-4.905000329E-2,4.149000168E0,1.002300072E1,1.084791001E1
4.144289685E1,7.605000585E-2,4.477050304E0,1.044195080E1,1.136151836E1
4.144542970E1,1.905000024E-2,4.420050144E0,1.040700054E1,1.130676198E1
4.144795709E1,-3.299999982E-2,4.525050163E0,9.979950905E0,1.095794634E1
4.145048723E1,-1.980000138E-1,4.651950359E0,9.226050377E0,1.033440137E1
4.145301739E1,-6.550500393E-1,4.293000221E0,8.163000107E0,9.246270178E0
4.145555008E1,-9.570000172E-1,4.126049995E0,7.497000217E0,8.610757798E0
4.145807770E1,-5.929500461E-1,4.590000153E0,7.866000175E0,9.126535483E0
4.146060783E1,-8.805000782E-2,5.023050308E0,8.842950821E0,1.017037691E1
4.146313775E1,2.010000050E-1,5.136000156E0,9.868050575E0,1.112642444E1
4.146567068E1,2.779500186E-1,4.903950214E0,1.018605042E1,1.130847501E1
4.146819806E1,9.795000404E-2,4.899000168E0,9.625950813E0,1.080132982E1
4.147072821E1,-4.905000329E-2,5.047050476E0,8.668050766E0,1.003046502E1
4.147325837E1,-2.700000107E-1,4.870050430E0,7.954950333E0,9.331212461E0
4.147579121E1,-7.270500064E-1,4.645050049E0,7.699050426E0,9.021112411E0
4.147831860E1,-8.680500388E-1,4.687950134E0,8.236949921E0,9.517233386E0
4.148084877E1,-5.209500194E-1,4.698000431E0,9.267000198E0,1.040287891E1
4.148337892E1,-3.100500107E-1,4.879950047E0,9.874950409E0,1.101928714E1
4.148591161E1,-3.150000274E-1,4.983000278E0,9.894000053E0,1.108245252E1
4.148843923E1,-2.820000052E-1,4.903950214E0,9.472949982E0,1.067075597E1
4.149096915E1,-2.170500159E-1,4.717050076E0,9.109050751E0,1.026023770E1
4.149349931E1,-1.789500117E-1,4.565999985E0,8.986950874E0,1.008194748E1
4.149603215E1,-3.870000243E-1,4.765050411E0,8.992050171E0,1.018393051E1
4.149855954E1,-4.900500178E-1,4.918050289E0,9.207000732E0,1.044970000E1
4.150108979E1,-2.509500086E-1,4.663950443E0,9.457950592E0,1.054837613E1
4.150361987E1,-1.020000055E-1,4.281000137E0,9.540000916E0,1.045700644E1
4.150615279E1,-1.309500039E-1,4.123050213E0,9.633000374E0,1.047909286E1
4.150868018E1,-3.420000076E-1,4.458000183E0,9.844050407E0,1.081184804E1
4.151121033E1,-6.100500226E-1,4.702950001E0,1.002300072E1,1.108830208E1
4.151374048E1,-4.920000136E-1,4.705049992E0,1.018395042E1,1.122908748E1
4.151627318E1,-1.020000055E-1,4.839000225E0,1.003995037E1,1.114571355E1
4.151880056E1,-1.740000099E-1,4.758000374E0,9.090000153E0,1.026143003E1
4.152133071E1,-5.279999971E-1,4.567950249E0,8.079000473E0,9.295977739E0
4.152386086E1,-4.920000136E-1,4.693050385E0,8.038949966E0,9.321561162E0
4.152639371E1,-2.860500216E-1,4.851000309E0,8.860050201E0,1.010517284E1
4.152892110E1,-3.199500144E-1,4.552050114E0,9.844050407E0,1.085029293E1
4.153145126E1,-3.769500256E-1,4.293000221E0,1.020795059E1,1.108035187E1
4.153398142E1,-4.729500115E-1,4.489050388E0,9.862950325E0,1.084679880E1
4.153651434E1,-7.630500197E-1,4.597050190E0,9.058950424E0,1.018723213E1
4.153904149E1,-9.540000558E-1,4.357950211E0,8.533950806E0,9.629650175E0
4.154157188E1,-7.530000210E-1,4.339050293E0,8.716050148E0,9.765444007E0
4.154410180E1,-5.590500236E-1,4.453950405E0,9.025050163E0,1.007976893E1
4.154663473E1,-5.430000424E-1,4.525050163E0,8.860050201E0,9.963504283E0
4.154916211E1,-2.980500162E-1,5.014050007E0,8.532000542E0,9.900735555E0
4.155169219E1,-1.950000077E-1,5.205000401E0,8.236949921E0,9.745634826E0
4.155422234E1,-6.019500494E-1,4.636050224E0,8.125050545E0,9.373993381E0
4.155675527E1,-1.048050046E0,4.035000324E0,8.482049942E0,9.451180230E0
4.155928265E1,-9.660000205E-1,3.738000154E0,9.217050552E0,9.992988646E0
4.156181282E1,-7.800000310E-1,3.820950270E0,9.786000252E0,1.053441322E1
4.156434297E1,-5.809500217E-1,4.039050102E0,9.784050941E0,1.060090003E1
4.156687567E1,-3.250500262E-1,4.291050434E0,9.490050316E0,1.042016441E1
4.156940305E1,-2.029500157E-1,4.497000217E0,9.015000343E0,1.007642947E1
4.157193322E1,-2.839500010E-1,4.480050087E0,8.649000168E0,9.744571837E0
4.157446338E1,-4.399500191E-1,4.591950417E0,8.452950478E0,9.629742282E0
4.157699622E1,-4.590000212E-1,4.839000225E0,8.467050552E0,9.763070688E0
4.157952361E1,-2.980500162E-1,4.446000099E0,8.901000023E0,9.954072137E0
4.158205378E1,-3.439500034E-1,3.613050222E0,9.559050560E0,1.022486582E1
4.158458393E1,-7.219500542E-1,3.334950209E0,1.006200027E1,1.062482726E1
4.158711685E1,-9.109500647E-1,3.532050133E0,1.052595043E1,1.114005568E1
4.158964424E1,-7.030500174E-1,4.048950195E0,1.095195007E1,1.169758468E1
4.159217440E1,-3.769500256E-1,4.918050289E0,1.081800079E1,1.188942602E1
4.159470432E1,-2.650500238E-1,5.332050323E0,1.012200069E1,1.144359691E1
4.159723724E1,-3.340500295E-1,5.128950119E0,9.091950417E0,1.044419844E1
4.159976463E1,-4.639500082E-1,4.963950157E0,8.041049957E0,9.461212142E0
4.160229480E1,-4.560000300E-1,4.783950329E0,7.531050205E0,8.933690949E0
4.160482487E1,-3.250500262E-1,4.497000217E0,7.801950455E0,9.011054288E0
4.160735780E1,-4.369500279E-1,4.161000252E0,8.476950645E0,9.453229113E0
4.160988526E1,-5.980500579E-1,3.642000198E0,9.133049965E0,9.850605615E0
4.161241534E1,-4.710000157E-1,3.478950262E0,9.670950890E0,1.028845115E1
4.161494549E1,-2.790000141E-1,3.879000187E0,9.973050117E0,1.070449495E1
4.161747818E1,-4.129500091E-1,4.750050068E0,9.868050575E0,1.095955864E1
4.162000557E1,-5.620500445E-1,5.289000034E0,9.727050781E0,1.108624998E1
4.162253572E1,-4.470000267E-1,5.043000221E0,9.451050758E0,1.072166128E1
4.162506587E1,-3.990000188E-1,4.810050011E0,8.745000839E0,9.988534517E0
4.162759872E1,-4.900500178E-1,4.606950283E0,7.810950279E0,9.081579389E0
4.163012618E1,-6.360000372E-1,4.137000084E0,7.219950199E0,8.345474619E0
4.163265634E1,-5.760000348E-1,3.817050219E0,7.497000217E0,8.432476544E0
4.163518642E1,-1.279500127E-1,3.903000116E0,8.862000465E0,9.684256986E0
4.163771934E1,1.099500060E-1,4.168950081E0,1.042800045E1,1.123100295E1
4.164024673E1,-8.805000782E-2,4.312050343E0,1.115805054E1,1.196259264E1
4.164277687E1,-2.269500047E-1,4.482000351E0,1.100805092E1,1.188768348E1
4.164530703E1,-3.649500310E-1,4.717050076E0,1.026300049E1,1.130101451E1
4.164783972E1,-7.249500155E-1,4.614000320E0,9.315000534E0,1.042035443E1
4.165036710E1,-1.021050096E0,4.420050144E0,8.866950035E0,9.960029593E0
4.165289725E1,-8.629500270E-1,4.624050140E0,9.106050491E0,1.024922817E1
4.165542732E1,-3.319500089E-1,4.651950359E0,9.556950569E0,1.063419659E1
4.165796025E1,-1.605000161E-2,4.245000362E0,9.619050026E0,1.051410524E1
4.166048763E1,-6.599999964E-2,4.063050270E0,9.364950180E0,1.020857607E1
4.166301778E1,-2.310000062E-1,4.255050182E0,9.054000854E0,1.000668499E1
4.166554794E1,-6.360000372E-1,3.999000072E0,8.923950195E0,9.799662480E0
4.166808063E1,-8.659500480E-1,3.754050255E0,9.150000572E0,9.928004496E0
4.167060824E1,-7.680000067E-1,4.176000118E0,9.612000465E0,1.050806138E1
4.167313817E1,-7.489500642E-1,4.627950191E0,9.670950890E0,1.074737830E1
4.167566832E1,-7.870500088E-1,4.741050243E0,9.532950401E0,1.067586758E1
4.167820117E1,-4.560000300E-1,5.062050343E0,9.667050362E0,1.092172845E1
4.168072863E1,-2.479500175E-1,5.434950352E0,9.717000008E0,1.113643811E1
4.168325871E1,-3.769500256E-1,5.014050007E0,9.420000076E0,1.067797688E1
4.168578887E1,-3.319500089E-1,4.164000034E0,9.199950218E0,1.010386912E1
4.168832179E1,-6.405000389E-2,4.008000374E0,9.075000763E0,9.920877393E0
4.169084918E1,-1.429500133E-1,4.248000145E0,8.929050446E0,9.889078916E0
4.169337932E1,-4.470000267E-1,4.087049961E0,8.956050873E0,9.854675725E0
4.169590924E1,-5.640000105E-1,4.152000427E0,9.363000870E0,1.025782574E1
4.169844217E1,-5.430000424E-1,4.731000423E0,9.978000641E0,1.105611644E1
4.170096955E1,-5.380499959E-1,4.819950104E0,1.030605030E1,1.139017513E1
4.170349968E1,-5.640000105E-1,4.717050076E0,1.030800056E1,1.135004551E1
4.170602983E1,-4.129500091E-1,5.004000187E0,1.008795071E1,1.126842025E1
4.170856268E1,-5.700000376E-2,4.906050205E0,9.817950249E0,1.097564234E1
4.171109007E1,-7.605000585E-2,4.240050316E0,9.300000191E0,1.022124326E1
4.171362022E1,-4.249500334E-1,3.975000143E0,8.529000282E0,9.419397777E0
4.171615037E1,-5.910000205E-1,4.141950130E0,8.167950630E0,9.177170011E0
4.171868306E1,-6.000000238E-1,4.051050186E0,8.307000160E0,9.261601336E0
4.172121068E1,-5.260500312E-1,3.948000193E0,9.126000404E0,9.957274604E0
4.172374058E1,-4.180500209E-1,4.267050266E0,1.027500057E1,1.113364812E1
4.172627097E1,-5.380499959E-1,4.521000385E0,1.093095016E1,1.184122518E1
4.172880358E1,-5.980500579E-1,4.378950119E0,1.103895092E1,1.189080760E1
4.173133105E1,-3.490500152E-1,4.405950069E0,1.066800022E1,1.154731400E1
4.173386119E1,-2.070000172E-1,4.597050190E0,9.952050209E0,1.096444357E1
4.173639126E1,-2.599500120E-1,4.497000217E0,9.171000481E0,1.021752586E1
4.173892419E1,-3.750000298E-1,4.501049995E0,8.584050179E0,9.699793480E0
4.174145157E1,-2.550000250E-1,4.746000290E0,8.266050339E0,9.535047560E0
4.174398172E1,1.395000052E-2,4.600050449E0,8.259000778E0,9.453663448E0
4.174651188E1,-3.495000303E-2,4.135050297E0,8.533950806E0,9.483046916E0
4.174904457E1,-3.420000076E-1,4.080000401E0,9.090000153E0,9.969527072E0
4.175157196E1,-4.210500121E-1,4.236000061E0,9.906000137E0,1.078192090E1
4.175410211E1,-3.340500295E-1,4.348050117E0,1.049295044E1,1.136306025E1
4.175663226E1,-2.509500086E-1,4.482000351E0,1.064595032E1,1.155368172E1
4.175916511E1,-2.070000172E-1,4.546950340E0,1.029600048E1,1.125723022E1
4.176169257E1,-2.700000107E-1,4.408050060E0,9.604050636E0,1.057078966E1
4.176422265E1,-4.350000322E-1,4.453950405E0,8.995950699E0,1.004758818E1
4.176675287E1,-4.350000322E-1,4.353000164E0,8.789999962E0,9.818448695E0
4.176928548E1,-4.159500301E-1,3.988950253E0,8.716050148E0,9.594491583E0
4.177181310E1,-4.729500115E-1,3.666000128E0,8.683050156E0,9.437086344E0
4.177434302E1,-3.769500256E-1,3.859950066E0,8.874000549E0,9.684481999E0
4.177687340E1,-2.980500162E-1,4.449000359E0,9.307950020E0,1.032087068E1
4.177940609E1,-2.550000250E-1,4.762050152E0,1.003800011E1,1.111321703E1
4.178193348E1,-1.830000132E-1,5.002050400E0,1.082295036E1,1.192435540E1
4.178446363E1,-2.740500271E-1,5.263050079E0,1.084905052E1,1.206137209E1
4.178699380E1,-5.089499950E-1,5.076000214E0,1.009995079E1,1.131520279E1
4.178952664E1,-6.480000019E-1,4.627950191E0,9.006000519E0,1.014622454E1
4.179205403E1,-8.250000477E-1,4.256999969E0,8.185050011E0,9.262705733E0
4.179458426E1,-1.153050065E0,3.651000261E0,7.945050240E0,8.819475646E0
4.179711432E1,-1.009950042E0,3.192000151E0,8.472000122E0,9.109536219E0
4.179964702E1,-2.939999998E-1,3.727950096E0,9.628050804E0,1.032876615E1
4.180217440E1,2.200500071E-1,4.173000336E0,1.044705009E1,1.125180917E1
4.180470456E1,2.059500068E-1,3.835950136E0,1.032300091E1,1.101459380E1
4.180723471E1,0.000000000E0,3.867000103E0,9.643050194E0,1.038951909E1
4.180976764E1,-9.705000371E-2,4.321950436E0,8.958000183E0,9.946579390E0
4.181229502E1,-3.649500310E-1,4.328999996E0,8.395050049E0,9.452528488E0
4.181482518E1,-7.720500231E-1,4.156949997E0,8.130000114E0,9.163689016E0
4.181735526E1,-8.730000257E-1,4.366950035E0,8.199000359E0,9.330379871E0
4.181988819E1,-5.790000558E-1,4.687950134E0,8.641950607E0,9.848625682E0
4.182241557E1,-3.559500277E-1,4.357950211E0,9.288000107E0,1.026573799E1
4.182494572E1,-3.340500295E-1,3.888000250E0,9.940050125E0,1.067861095E1
4.182747587E1,-4.489500225E-1,3.826050282E0,1.029195023E1,1.098928825E1
4.183000856E1,-2.959500253E-1,4.036950111E0,1.039905071E1,1.115906844E1
4.183253595E1,-3.495000303E-2,3.927000284E0,1.008600044E1,1.082358340E1
4.183506610E1,-2.239500135E-1,3.622950077E0,9.267000198E0,9.952548093E0
4.183759627E1,-6.430500150E-1,4.015050411E0,8.605950356E0,9.518220666E0
4.184012911E1,-8.730000257E-1,4.915950298E0,8.545949936E0,9.897573273E0
4.184265650E1,-6.139500141E-1,4.966050148E0,9.049050331E0,1.034040137E1
4.184518665E1,1.219500080E-1,4.504050255E0,1.001595020E1,1.098274096E1
4.184771680E1,3.949500322E-1,4.375050068E0,1.049505043E1,1.137730777E1
4.185024972E1,-3.150000274E-1,4.201950073E0,9.916050911E0,1.077421343E1
4.185277710E1,-9.379500151E-1,3.601050138E0,9.051000595E0,9.786108731E0
4.185530726E1,-5.190000534E-1,3.333000183E0,8.842950821E0,9.464461448E0
4.185783720E1,-6.000000052E-3,3.682950258E0,8.946000099E0,9.674454836E0
4.186037012E1,-2.959500253E-1,4.006050110E0,8.789999962E0,9.664373918E0
4.186289751E1,-6.409500241E-1,4.366950035E0,8.707050323E0,9.761854070E0
4.186542766E1,-1.669500023E-1,4.825050354E0,9.244950294E0,1.042967349E1
4.186795776E1,3.450000286E-1,4.651950359E0,9.778950691E0,1.083455323E1
4.187049068E1,3.105000220E-2,4.256999969E0,9.682950020E0,1.057745404E1
4.187301807E1,-3.970500231E-1,4.504050255E0,9.475050926E0,1.049860503E1
4.187554822E1,-3.870000243E-1,4.396049976E0,9.544950485E0,1.051575505E1
4.187807837E1,-1.429500133E-1,3.883950233E0,9.754950523E0,1.050069349E1
4.188061106E1,-2.805000171E-2,3.922050238E0,9.838950157E0,1.059189337E1
4.188313868E1,-3.150000274E-1,4.473000050E0,9.370050430E0,1.038772350E1
4.188566860E1,-6.889500618E-1,4.639950275E0,8.721000671E0,9.902506928E0
4.188819876E1,-5.760000348E-1,3.907950163E0,8.577000618E0,9.442922753E0
4.189073161E1,-1.570500135E-1,3.478950262E0,8.809950829E0,9.473277851E0
4.189325908E1,3.795000166E-2,3.868950129E0,9.202050209E0,9.982381647E0
4.189578915E1,-3.299999982E-2,4.114050388E0,9.685950279E0,1.052350381E1
4.189831930E1,-6.599999964E-2,4.123050213E0,1.017000008E1,1.097418792E1
4.190085221E1,1.270500124E-1,4.018050194E0,1.048095036E1,1.122547057E1
4.190337960E1,1.150500029E-1,3.831000090E0,1.022505093E1,1.091977402E1
4.190590975E1,-4.470000267E-1,4.092000008E0,9.384000778E0,1.024713344E1
4.190843968E1,-7.890000343E-1,4.621050358E0,8.877000809E0,1.003881322E1
4.191097259E1,-5.740500093E-1,4.903950214E0,9.151950836E0,1.039886846E1
4.191349998E1,-2.479500175E-1,4.681050301E0,9.822000504E0,1.088326261E1
4.191603013E1,-2.290500104E-1,4.405950069E0,1.005705070E1,1.098221876E1
4.191856029E1,-3.919500113E-1,4.554000378E0,9.616050720E0,1.064711114E1
4.192109314E1,-2.190000117E-1,4.558950424E0,9.169050217E0,1.024223959E1
4.192362052E1,-3.495000303E-2,4.027050018E0,8.920050621E0,9.787014684E0
4.192615068E1,-2.170500159E-1,3.630000114E0,8.842950821E0,9.561474299E0
4.192868083E1,-1.450500041E-1,3.970050097E0,9.195000648E0,1.001650509E1
4.193121351E1,7.395000011E-2,4.579950333E0,9.808050156E0,1.082493702E1
4.193374113E1,-1.330500096E-1,4.626000404E0,9.966000557E0,1.098811854E1
4.193627105E1,-4.879500270E-1,3.994050264E0,9.657000542E0,1.046174900E1
4.193880120E1,-4.729500115E-1,3.960000277E0,9.508950233E0,1.031142175E1
4.194133404E1,-3.420000076E-1,4.561050415E0,9.667050362E0,1.069448491E1
4.194386150E1,-3.750000298E-1,4.579950333E0,9.970950127E0,1.097890780E1
4.194639158E1,-2.389500141E-1,4.390950203E0,1.043805027E1,1.132653673E1
4.194892173E1,1.270500124E-1,4.630950451E0,1.070805073E1,1.166722736E1
4.195145465E1,2.389500141E-1,4.735949993E0,1.019595051E1,1.124471993E1
4.195398204E1,-2.170500159E-1,4.393949986E0,9.109050751E0,1.011576556E1
4.195651196E1,-5.860500336E-1,4.078050137E0,8.379000664E0,9.337108743E0
4.195904211E1,-3.510000110E-1,3.984000206E0,8.584050179E0,9.470025138E0
4.196157505E1,1.390500069E-1,4.140000343E0,9.540000916E0,1.040050745E1
4.196410244E1,1.870500147E-1,4.272000313E0,1.043295002E1,1.127525700E1
4.196663259E1,-1.570500135E-1,4.165950298E0,1.064100075E1,1.142850399E1
4.196916275E1,-3.370500207E-1,4.123050213E0,1.033500004E1,1.113217731E1
4.197169559E1,-6.900000572E-2,4.284000397E0,1.005495071E1,1.092975088E1
4.197422297E1,-1.800000109E-2,4.492050171E0,9.837000847E0,1.081413077E1
4.197675313E1,-5.160000324E-1,4.585050106E0,9.445950508E0,1.051260774E1
4.197928328E1,-8.320500255E-1,4.542000294E0,9.259950638E0,1.034740353E1
4.198181597E1,-4.729500115E-1,4.746000290E0,9.436950684E0,1.057375235E1
4.198434336E1,3.299999982E-2,4.738050461E0,9.628050804E0,1.073077693E1
4.198687351E1,-3.705000132E-2,4.042050362E0,9.432000160E0,1.026168460E1
4.198940367E1,-1.789500117E-1,3.537000179E0,9.264000893E0,9.917868013E0
4.199193652E1,2.939999998E-1,3.892950296E0,9.649950027E0,1.040975665E1
